-2.517707191	0	0	-1	-1
-0.430037866	1	1	-1	-1
2.212036815	1	2	-1	-1
-6.193662514	1	3	-1	-1
0.188324074	1	4	-1	-1
0.813328163	1	5	-1	-1
-0.925816099	1	6	-1	-1
-1.434765995	1	7	-1	-1
0.445324572	1	8	-1	-1
5.550029411	1	9	-1	-1
-1.129950032	1	10	-1	-1
-1.356815026	1	11	-1	-1
1.726514634	1	12	-1	-1
-4.843241767	1	13	-1	-1
5.579727367	1	14	-1	-1
-3.036157792	1	15	-1	-1
-10.13273757	1	16	-1	-1
-3.804785431	1	17	-1	-1
-0.577900032	1	18	-1	-1
-5.751851758	1	19	-1	-1
5.266951974	1	20	-1	-1
0.197191596	1	21	-1	-1
0.009089661	1	22	-1	-1
-2.312945029	1	23	-1	-1
2.474070158	1	24	-1	-1
-3.786737095	1	25	-1	-1
0.299858645	2	1	-1	-1
-1.877487865	2	2	-1	-1
9.076196426	2	3	-1	-1
-0.299331516	2	4	-1	-1
7.48847941	2	5	-1	-1
-1.932482538	2	6	-1	-1
-6.116449113	2	7	-1	-1
-4.435353974	2	8	-1	-1
-1.69364999	2	9	-1	-1
2.78522912	2	10	-1	-1
1.4831504	2	11	-1	-1
0.219149491	2	12	-1	-1
0.509798604	2	13	-1	-1
0.731008589	2	14	-1	-1
-0.896858481	2	15	-1	-1
1.003447669	2	16	-1	-1
-3.82811954	2	17	-1	-1
-2.529486132	2	18	-1	-1
-1.449104664	2	19	-1	-1
-1.063945173	2	20	-1	-1
2.397804588	2	21	-1	-1
-5.573007407	2	22	-1	-1
2.776597647	2	23	-1	-1
-3.321817986	2	24	-1	-1
0.104899582	2	25	-1	-1
2.37474926	1	1	2	1
-0.473106523	1	1	2	2
-0.019124386	1	2	2	1
0.576062238	1	1	2	3
0.43026576	1	2	2	2
-0.430793561	1	3	2	1
1.396564205	1	1	2	4
0.221276463	1	2	2	3
0.569327487	1	3	2	2
0.220022576	1	4	2	1
0.137871571	1	1	2	5
-0.104984725	1	2	2	4
-0.498880976	1	3	2	3
0.611098843	1	4	2	2
0.941194662	1	5	2	1
0.064714789	1	1	2	6
0.2833389	1	2	2	5
-0.292305774	1	3	2	4
0.520121812	1	4	2	3
0.247914973	1	5	2	2
-0.302173485	1	6	2	1
-0.448602296	1	2	2	6
-0.023589679	1	3	2	5
0.215749424	1	4	2	4
-0.117559954	1	5	2	3
4.875234928	1	1	2	1
-3.0724359	1	1	2	1
0.180231879	1	1	2	2
0.182155492	1	2	2	1
0.499630523	1	1	2	1
0.50376377	1	1	2	2
0.71414675	1	1	2	3
-0.111166539	1	2	2	1
-0.54913442	1	2	2	2
-0.134731205	1	3	2	1
-0.017457986	1	1	2	1
0.715752346	1	1	2	2
0.548177561	1	1	2	3
-0.498686354	1	1	2	4
0.47265751	1	2	2	1
0.476752511	1	2	2	2
-0.09486313	1	2	2	3
0.527462816	1	3	2	1
-0.332825281	1	3	2	2
0.488865502	1	4	2	1
-0.321062787	1	1	2	2
-0.446048156	1	1	2	3
0.479778359	1	1	2	4
-0.450636851	1	2	2	1
0.507907011	1	2	2	2
